,population
CARTAGO|OREAMUNO|SAN JUAN DE CHICUA,576
GUANACASTE|CAÑAS|HOTEL,493
PUNTARENAS|QUEPOS|PASITO,194
ALAJUELA|UPALA|COLONIA LIBERTAD,185
ALAJUELA|CENTRAL|CAI. JORGE ARTURO MONTERO (F-ARCOS,272
GUANACASTE|NICOYA|IGUANITA,246
GUANACASTE|NICOYA|MATAMBUGUITO,217
GUANACASTE|TILARAN|VIEJO ARENAL,59
PUNTARENAS|BUENOS AIRES|SAN LUIS DE RIO LIMON,32
ALAJUELA|UPALA|MORENO CAÑAS,484
ALAJUELA|CENTRAL|CAI. TERRAZAS (MODULOS A-B-C-D),675
GUANACASTE|ABANGARES|RANCHO ANIA O LOURDES (PN),503
ALAJUELA|UPALA|LLANO AZUL,337
GUANACASTE|NICOYA|SABANA GRANDE,531
CARTAGO|EL GUARCO|PATIO DE AGUA,143
GUANACASTE|NICOYA|EL CAÑAL,169
GUANACASTE|SANTA CRUZ|EL SOCORRO,146
PUNTARENAS|CENTRAL|COYOLITO (OESTE),263
GUANACASTE|NICOYA|LOMA BONITA O LAS CASITAS,478
CARTAGO|JIMENEZ|SANTA MARTA,62
HEREDIA|SARAPIQUI|LLANO GRANDE,190
ALAJUELA|LOS CHILES|LAS NUBES,375
GUANACASTE|NANDAYURE|QUEBRADA NANDO,132
GUANACASTE|NICOYA|MONTAÑITA,90
GUANACASTE|SANTA CRUZ|SAN JOSE DE LA MONTAÑA,173
ALAJUELA|UPALA|EL SALTO,252
GUANACASTE|LIBERIA|RODEITO,299
PUNTARENAS|MONTES DE ORO|TAJO ALTO (PARTE SUR),159
GUANACASTE|TILARAN|LIBANO,343
CONSULADO|SINGAPUR|CIUDAD DE SINGAPUR,79
LIMON|CENTRAL|SANTA RITA,225
CARTAGO|OREAMUNO|SAN PABLO,640
GUANACASTE|ABANGARES|CAÑITAS,328
ALAJUELA|CENTRAL|CAI.JORGE ART. MONT. CAS. (AMB. D),244
GUANACASTE|HOJANCHA|LAJAS,155
ALAJUELA|SAN CARLOS|AGUA AZUL,175
GUANACASTE|LIBERIA|CAI. LIBERIA (MOD. B CASITAS),273
GUANACASTE|LIBERIA|SANTA MARIA,68
GUANACASTE|NICOYA|ACOYAPA,315
GUANACASTE|LA CRUZ|CAOBA,396
CARTAGO|PARAISO|PURISIL,208
PUNTARENAS|MONTES DE ORO|RIO SECO,87
GUANACASTE|LA CRUZ|COPALCHI,171
PUNTARENAS|GOLFITO|UNION DE COTO NORTE,56
ALAJUELA|LOS CHILES|COBANO,137
CARTAGO|TURRIALBA|EL TORITO (PARTE ESTE),175
GUANACASTE|TILARAN|SILENCIO,113
HEREDIA|SARAPIQUI|ANGELES DE RIO SARAPIQUI,219
PUNTARENAS|GOLFITO|GUAYMI DE BURICA,187
GUANACASTE|LIBERIA|LAS LILAS,139
GUANACASTE|NICOYA|EL FLOR (ROJAS),177
LIMON|POCOCI|CAI. CARLOS LUIS FALLAS (MOD. D-E),40
GUANACASTE|ABANGARES|ALTO CEBADILLA,114
CARTAGO|TURRIALBA|PACUARE,53
LIMON|CENTRAL|HLE. VICTOR CASCO TORRES,32
CONSULADO|QATAR|DOHA,77
ALAJUELA|GUATUSO|CABANGA DE COTE (PUEBLO NUEVO),567
GUANACASTE|NANDAYURE|TACANIS,94
GUANACASTE|TILARAN|LAS NUBES DE RIO CHIQUITO,163
ALAJUELA|UPALA|CUATRO BOCAS,457
ALAJUELA|UPALA|BETANIA,392
ALAJUELA|UPALA|SANTO DOMINGO,194
LIMON|POCOCI|BARRA DEL COLORADO (BARRA NORTE),461
PUNTARENAS|CENTRAL|PITAHAYA,459
GUANACASTE|NANDAYURE|SAN RAMON,173
PUNTARENAS|CENTRAL|GIGANTE,60
CONSULADO|TURQUIA|ANKARA,19
GUANACASTE|HOJANCHA|ARBOLITOS (SANTA MARTA),277
PUNTARENAS|GOLFITO|PUESTO LA PLAYA,133
LIMON|POCOCI|CAI. CARLOS LUIS F. (AGROPECUARIO),43
CARTAGO|TURRIALBA|ALTO VARAL,231
GUANACASTE|NICOYA|MONTE GALAN,120
ALAJUELA|ZARCERO|GUADALUPE,165
PUNTARENAS|CORREDORES|VEGAS DEL RIO LA VACA NIBIRIBOTDA,276
GUANACASTE|ABANGARES|BARRIO JESUS,158
CARTAGO|ALVARADO|SANTA LOURDES (CALLEJON),76
GUANACASTE|HOJANCHA|LA MARAVILLA,271
PUNTARENAS|CENTRAL|VAINILLA,92
CARTAGO|TURRIALBA|CALLE VARGAS,281
CARTAGO|TURRIALBA|TSIPIRI (QUEBRADA PLATANILLO),644
ALAJUELA|SAN RAMON|ZAPOTAL PARTE ESTE,45
PUNTARENAS|CENTRAL|CONCEPCION,169
CARTAGO|PARAISO|SAN MIGUEL O HAMACA (PARTE OESTE),80
CARTAGO|PARAISO|ALTO DE ARAYA,278
ALAJUELA|SAN CARLOS|SAN VICENTE,322
GUANACASTE|NICOYA|CUESTA GRANDE,232
PUNTARENAS|CENTRAL|BAJO CALIENTE (PARTE OESTE),179
PUNTARENAS|CENTRAL|JUAN DE LEON,105
CONSULADO|JAMAICA|KINGSTON,11
ALAJUELA|CENTRAL|CENTRO NAC. DE ATENCION ESPECIFIC.,88
ALAJUELA|SARCHI|INVU (LOS ANGELES),198
ALAJUELA|LOS CHILES|COQUITAL,866
PUNTARENAS|OSA|FINCA GUANACASTE (PARTE OESTE),128
GUANACASTE|CAÑAS|EL VERGEL,120
CARTAGO|OREAMUNO|SAN GERARDO NORTE DEL IRAZU,66
CARTAGO|TURRIALBA|ESMERALDA (PARTE ESTE),156
GUANACASTE|NICOYA|LA VIRGINIA DE GAMALOTAL,472
GUANACASTE|TILARAN|SOLANIA,220
CONSULADO|CHINA|BEIJING,102
GUANACASTE|CARRILLO|ALTOS DEL ROBLE,83
HEREDIA|SARAPIQUI|PANGOLA O SAN JUAN,267
GUANACASTE|TILARAN|AGUACATE (PARTE OESTE),109
CARTAGO|PARAISO|SAN JERONIMO O GUATUSO,404
GUANACASTE|LA CRUZ|LA VIRGEN,244
LIMON|TALAMANCA|AMUBRI,2205
CARTAGO|TURRIALBA|MOLLEJONES,168
ALAJUELA|SAN RAMON|CARRERA BUENA,99
CARTAGO|TURRIALBA|QUETZAL,472
ALAJUELA|SAN CARLOS|LA VIEJA,200
GUANACASTE|LA CRUZ|BELICE,173
PUNTARENAS|MONTES DE ORO|PALMITAL,276
GUANACASTE|NICOYA|RIO MONTAÑA,75
ALAJUELA|ZARCERO|SAN JUAN DE LAJAS,152
PUNTARENAS|GOLFITO|CUESTA CARONA,127
GUANACASTE|LIBERIA|CAI. LIBERIA  (MODULO D1-D2),288
GUANACASTE|LA CRUZ|TEMPATAL,377
PUNTARENAS|MONTEVERDE|SAN LUIS (BAJOS DE SAN LUIS),374
PUNTARENAS|CENTRAL|CHAPERNAL,107
PUNTARENAS|CENTRAL|LA ESPERANZA,172
CARTAGO|ALVARADO|LLANO GRANDE,366
CARTAGO|TURRIALBA|LAS VIRTUDES,140
GUANACASTE|ABANGARES|CAMPOS DE ORO DE ABANGARES,220
GUANACASTE|NANDAYURE|CERRO AZUL,139
ALAJUELA|ZARCERO|LEGUA,382
ALAJUELA|SAN CARLOS|SAN CRISTOBAL,91
GUANACASTE|BAGACES|AGUA CALIENTE,349
CONSULADO|COREA|SEUL,72
GUANACASTE|LA CRUZ|GUAPINOL,202
CARTAGO|TURRIALBA|ALTO PACUARE ARRIBA (DUCLAC),266
GUANACASTE|NANDAYURE|ZAPOTE O MORAVIA,169
ALAJUELA|UPALA|RIO NEGRO,349
PUNTARENAS|CENTRAL|EL BALSO,50
ALAJUELA|GUATUSO|TONJIBE,323
GUANACASTE|NICOYA|NARANJAL,267
LIMON|GUACIMO|OJO DE AGUA O SAN GDO (DESTIERRO),59
ALAJUELA|UPALA|SAN JORGE O RIO NEGRO,869
GUANACASTE|ABANGARES|HIGUERILLAS,113
ALAJUELA|GUATUSO|PATASTILLO,110
PUNTARENAS|CENTRAL|CEBADILLA DE ARANJUEZ (BRILLANTE),288
ALAJUELA|LOS CHILES|LA UNION,240
GUANACASTE|ABANGARES|LOS ANGELES (PORTONES),42
GUANACASTE|HOJANCHA|CUESTA ROJA,140
CARTAGO|TURRIALBA|JAKI (CAPILLA DOS CHIRRIPO ARRIBA),496
ALAJUELA|SAN CARLOS|MORAVIA,218
ALAJUELA|SAN RAMON|EL CASTILLO,274
ALAJUELA|SAN CARLOS|CHAMBACU DE MONTERREY,158
PUNTARENAS|GOLFITO|FLORIDA (AGUADA),149
GUANACASTE|NICOYA|MAQUENCO,223
ALAJUELA|UPALA|NAZARETH,347
GUANACASTE|ABANGARES|TORNOS,180
GUANACASTE|TILARAN|SAN JOSE,95
CONSULADO|CUBA|LA HABANA,33
LIMON|TALAMANCA|BAJO TELIRE (BAJO BLEY),302
PUNTARENAS|CENTRAL|CORAZON DE JESUS (ARANCIBIA NORTE),164
GUANACASTE|BAGACES|CUIPILAPA,85
LIMON|TALAMANCA|KATSI,831
ALAJUELA|UPALA|BIRMANIA,273
PUNTARENAS|CENTRAL|SANTA ROSA,134
PUNTARENAS|CENTRAL|CAI. 26 DE JULIO (MOD. INDICIADOS),24
GUANACASTE|NICOYA|EL ROBLAR,131
GUANACASTE|NANDAYURE|LOS ANGELES,346
CONSULADO|CHINA|SHANGHAI,89
LIMON|CENTRAL|ALTO CWEN,630
LIMON|CENTRAL|LOMA LINDA,64
GUANACASTE|SANTA CRUZ|RIO TABACO ARRIBA,89
ALAJUELA|LOS CHILES|ARCO IRIS,104
LIMON|SIQUIRRES|SAN JOSE O BAJOS DE PASCUA(ESTAC),74
PUNTARENAS|GOLFITO|LA PEÑA DE BURICA,129
LIMON|TALAMANCA|ALTO TELIRE (BAJO PIEDRA MESA ),319
LIMON|TALAMANCA|YORKIN,282
CARTAGO|TURRIALBA|ALTO PACUARE ABAJO (JEKUI),174
GUANACASTE|NICOYA|SILENCIO,112
GUANACASTE|ABANGARES|EL DOS DE ABANGARES (BAJO CHARIO),193
GUANACASTE|LA CRUZ|SONZAPOTE,234
GUANACASTE|BAGACES|BEBEDERO (NORTE DEL RIO),194
ALAJUELA|LOS CHILES|SANTA ELENA DE ISLA CHICA,225
CONSULADO|INDONESIA|YAKARTA,13
ALAJUELA|UPALA|CARTAGOS SUR,163
PUNTARENAS|CENTRAL|OJO DE AGUA,142
GUANACASTE|LA CRUZ|EL PORVENIR (SANTA ROGELIA),143
PUNTARENAS|CENTRAL|PUEBLO NUEVO,189
GUANACASTE|NICOYA|CERRO NEGRO,106
LIMON|CENTRAL|GAVILAN (SHICALARBATA),1178
ALAJUELA|GUATUSO|MONICO,163
ALAJUELA|SAN CARLOS|GUARIA DE POCOSOL,386
GUANACASTE|LA CRUZ|LOS ANDES,109
LIMON|SIQUIRRES|SAN ISIDRO O ALTOS DE PASCUA,93
LIMON|CENTRAL|SINOLI,312
GUANACASTE|NANDAYURE|QUEBRADA GRANDE,137
LIMON|TALAMANCA|SEPEQUE 2,1267
GUANACASTE|BAGACES|SAN ISIDRO DE LIMONAL,118
GUANACASTE|TILARAN|RIO CHIQUITO,50
GUANACASTE|NICOYA|LA ESPERANZA NORTE O DE JUAN DIAZ,238
ALAJUELA|ZARCERO|ANATERI,70
GUANACASTE|LA CRUZ|SANTA ELENA,279
GUANACASTE|SANTA CRUZ|PALMARES,39
PUNTARENAS|ESPARZA|MESETAS ABAJO,78
LIMON|CENTRAL|JAKKUE (SITIO HILDA PARTE ESTE),81
CARTAGO|TURRIALBA|BOLORI ÑAC (CAPILLA UNO),450
ALAJUELA|UPALA|PATA DE GALLO (PARTE NORTE),48
ALAJUELA|SAN CARLOS|SAN MIGUEL O LIMBO,97
LIMON|TALAMANCA|COROMA (COLOQCHA),398
PUNTARENAS|GOLFITO|PROGRESO DE CONTEBURICA,323
CARTAGO|TURRIALBA|JACBATA (CERRO AZUL),78
GUANACASTE|NICOYA|CONCEPCION DE PLATANILLO,72
PUNTARENAS|CORREDORES|ALTOS DE SAN ANTONIO,138
HEREDIA|SAN ISIDRO|CENTRO DE FORMACION JUVENIL ZURQUI,39
ALAJUELA|SAN CARLOS|MONTELIMAR,84
GUANACASTE|LA CRUZ|SAN FERNANDO,30
PUNTARENAS|CENTRAL|SAN RAFAEL DE ACAPULCO,41
PUNTARENAS|BUENOS AIRES|CAÑO BRAVO,170
ALAJUELA|LOS CHILES|LA URRACA,148
ALAJUELA|CENTRAL|CAE. OFELIA VINCEZI PEÑARANDA,188
PUNTARENAS|GOLFITO|ALTO CONTE (MOLO DUBTDO),408
GUANACASTE|CAÑAS|SAN JUAN,88
LIMON|CENTRAL|ALMIRANTE,564
GUANACASTE|NICOYA|EL JOBO NORTE,185
CARTAGO|TURRIALBA|NIMARI-ÑAC (RIO PEJE),241
LIMON|MATINA|PALMERA (CATSAQIBI),402
GUANACASTE|NICOYA|PILAS BLANCAS,59
LIMON|CENTRAL|XIQIARI,663
PUNTARENAS|CENTRAL|CUAJINIQUIL,42
GUANACASTE|SANTA CRUZ|JAZMINAL,44
GUANACASTE|NICOYA|JUNTAS,69
GUANACASTE|LA CRUZ|ARMENIA,94
CARTAGO|TURRIALBA|NAMALDI,124
CARTAGO|TURRIALBA|JAMO (SITIO HILDA PARTE OESTE),88
PUNTARENAS|MONTES DE ORO|HLE. FRAY CASIANO DE MADRID,6
LIMON|TALAMANCA|ALTO MARGARITA (KEKOLDI),50
LIMON|TALAMANCA|ALTO UREN,42
LIMON|TALAMANCA|RIO COEN (ALTO COEN),59
